TransactionAmount,TransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,Target
231.51,2024-11-04 08:12:09.000000000,Credit,Oklahoma City,Branch,60.0,Retired,96.0,1.0,5790.7,2024-11-04 08:12:09.000000000,2
175.05,2024-11-04 08:08:09.000000000,Debit,Fort Worth,Online,39.0,Engineer,34.0,1.0,1447.35,2024-11-04 08:08:09.000000000,0
762.74,2024-11-04 08:06:39.000000000,Debit,Los Angeles,ATM,64.0,Doctor,244.0,1.0,207.1,2024-11-04 08:06:39.000000000,0
34.03,2024-11-04 08:09:59.000000000,Debit,Los Angeles,Branch,57.0,Engineer,38.0,1.0,3077.2,2024-11-04 08:09:59.000000000,0
15.95,2024-11-04 08:11:39.000000000,Debit,Raleigh,Branch,25.0,Student,52.0,1.0,1983.0,2024-11-04 08:11:39.000000000,5
211.36,2024-11-04 08:06:24.000000000,Debit,Milwaukee,ATM,57.0,Engineer,107.0,1.0,3120.1,2024-11-04 08:06:24.000000000,2
101.51,2024-11-04 08:11:54.000000000,Credit,Tucson,Online,46.0,Engineer,199.0,1.0,3052.47,2024-11-04 08:11:54.000000000,1
309.42,2024-11-04 08:10:21.000000000,Debit,Fresno,Branch,27.0,Engineer,42.0,1.0,8564.46,2024-11-04 08:10:21.000000000,0
257.6,2024-11-04 08:09:57.000000000,Credit,Fort Worth,Online,59.0,Retired,293.0,1.0,7950.74,2024-11-04 08:09:57.000000000,0
746.78,2024-11-04 08:07:44.000000000,Credit,Fort Worth,Branch,21.0,Student,64.0,1.0,1699.81,2024-11-04 08:07:44.000000000,0
82.01,2024-11-04 08:07:14.000000000,Credit,Sacramento,Branch,23.0,Student,156.0,1.0,287.46,2024-11-04 08:07:14.000000000,5
476.99,2024-11-04 08:10:10.000000000,Debit,San Diego,Online,23.0,Student,187.0,1.0,1154.48,2024-11-04 08:10:10.000000000,5
320.11,2024-11-04 08:07:38.000000000,Debit,El Paso,Branch,23.0,Student,130.0,1.0,4076.48,2024-11-04 08:07:38.000000000,3
333.39,2024-11-04 08:08:37.000000000,Debit,Philadelphia,ATM,68.0,Doctor,35.0,1.0,10628.59,2024-11-04 08:08:37.000000000,5
10.3,2024-11-04 08:10:12.000000000,Debit,Fresno,ATM,47.0,Engineer,197.0,1.0,7801.32,2024-11-04 08:10:12.000000000,0
737.46,2024-11-04 08:07:37.000000000,Credit,Albuquerque,Branch,53.0,Doctor,75.0,4.0,634.16,2024-11-04 08:07:37.000000000,4
416.55,2024-11-04 08:09:22.439406336,Debit,Oklahoma City,Online,33.0,Engineer,73.0,1.0,922.96,2024-11-04 08:09:22.439406336,2
84.91,2024-11-04 08:06:59.000000000,Debit,Raleigh,Online,18.0,Student,68.0,1.0,4737.84,2024-11-04 08:06:59.000000000,5
98.95,2024-11-04 08:07:52.000000000,Debit,Mesa,Branch,75.0,Retired,73.0,1.0,5670.82,2024-11-04 08:07:52.000000000,2
18.14,2024-11-04 08:11:08.000000000,Credit,Milwaukee,ATM,58.0,Retired,48.0,1.0,6020.85,2024-11-04 08:11:08.000000000,2
215.13,2024-11-04 08:08:16.000000000,Debit,Charlotte,Online,46.0,Engineer,114.0,1.0,3956.69,2024-11-04 08:08:16.000000000,4
218.57,2024-11-04 08:08:19.000000000,Credit,Memphis,Branch,62.0,Doctor,102.0,1.0,13869.86,2024-11-04 08:08:19.000000000,2
341.88,2024-11-04 08:11:00.000000000,Debit,Austin,ATM,43.0,Engineer,89.0,1.0,4159.52,2024-11-04 08:11:00.000000000,4
691.92,2024-11-04 08:12:13.000000000,Debit,Boston,Online,19.0,Student,61.0,1.0,1084.65,2024-11-04 08:12:13.000000000,4
50.43,2024-11-04 08:09:10.000000000,Debit,San Jose,Branch,32.0,Doctor,51.0,1.0,9794.26,2024-11-04 08:09:10.000000000,1
440.43,2024-11-04 08:07:52.000000000,Debit,Colorado Springs,Branch,78.0,Retired,23.0,1.0,5123.24,2024-11-04 08:07:52.000000000,3
299.03,2024-11-04 08:10:02.000000000,Debit,Columbus,Branch,39.0,Engineer,52.0,1.0,1381.28,2024-11-04 08:10:02.000000000,3
1.98,2024-11-04 08:10:47.000000000,Debit,Seattle,ATM,66.0,Doctor,170.0,1.0,11619.1,2024-11-04 08:10:47.000000000,1
173.45,2024-11-04 08:07:11.000000000,Debit,Philadelphia,ATM,31.0,Engineer,161.0,1.0,9077.62,2024-11-04 08:07:11.000000000,5
438.76,2024-11-04 08:11:13.000000000,Debit,San Antonio,Branch,22.0,Student,73.0,1.0,1824.19,2024-11-04 08:11:13.000000000,5
519.62,2024-11-04 08:06:37.000000000,Credit,Washington,Online,71.0,Retired,40.0,1.0,4159.33,2024-11-04 08:06:37.000000000,1
738.68,2024-11-04 08:11:40.000000000,Debit,Chicago,Online,50.0,Doctor,124.0,1.0,14352.33,2024-11-04 08:11:40.000000000,3
151.14,2024-11-04 08:11:40.000000000,Debit,Memphis,Online,64.0,Retired,38.0,1.0,2156.54,2024-11-04 08:11:40.000000000,2
75.77,2024-11-04 08:09:47.000000000,Debit,Charlotte,Branch,51.0,Engineer,148.0,1.0,8361.7,2024-11-04 08:09:47.000000000,4
444.52,2024-11-04 08:06:58.000000000,Debit,Louisville,Online,27.0,Engineer,17.0,1.0,5424.6,2024-11-04 08:06:58.000000000,2
5.29,2024-11-04 08:09:14.000000000,Debit,Indianapolis,Online,52.0,Doctor,276.0,1.0,11263.89,2024-11-04 08:09:14.000000000,0
97.63,2024-11-04 08:11:10.000000000,Credit,Milwaukee,Online,48.0,Doctor,127.0,1.0,12467.31,2024-11-04 08:11:10.000000000,2
256.95,2024-11-04 08:08:10.000000000,Debit,San Diego,Branch,26.0,Engineer,71.0,1.0,2531.24,2024-11-04 08:08:10.000000000,5
734.86,2024-11-04 08:08:49.000000000,Credit,Boston,Branch,48.0,Engineer,290.0,1.0,6242.03,2024-11-04 08:08:49.000000000,4
84.28,2024-11-04 08:07:40.000000000,Debit,Memphis,Branch,39.0,Doctor,142.0,1.0,13586.06,2024-11-04 08:07:40.000000000,2
202.49,2024-11-04 08:08:28.000000000,Credit,Virginia Beach,ATM,48.0,Engineer,69.0,1.0,7447.1,2024-11-04 08:08:28.000000000,1
154.99,2024-11-04 08:08:06.000000000,Debit,Mesa,Branch,25.0,Student,53.0,1.0,1419.31,2024-11-04 08:08:06.000000000,2
481.53,2024-11-04 08:11:54.000000000,Debit,Atlanta,Branch,58.0,Retired,277.0,1.0,6142.54,2024-11-04 08:11:54.000000000,4
172.92,2024-11-04 08:08:14.000000000,Debit,Miami,Online,20.0,Student,212.0,1.0,416.37,2024-11-04 08:08:14.000000000,2
275.59,2024-11-04 08:10:12.000000000,Credit,Philadelphia,Branch,53.0,Retired,238.0,1.0,6313.22,2024-11-04 08:10:12.000000000,5
207.2,2024-11-04 08:06:23.000000000,Debit,Columbus,Online,60.0,Engineer,133.0,1.0,8092.94,2024-11-04 08:06:23.000000000,3
136.82,2024-11-04 08:08:03.000000000,Debit,Chicago,Branch,31.0,Engineer,14.0,1.0,6229.13,2024-11-04 08:08:03.000000000,3
624.0,2024-11-04 08:11:42.000000000,Debit,Houston,Branch,26.0,Engineer,132.0,5.0,4976.18,2024-11-04 08:11:42.000000000,0
211.36,2024-11-04 08:08:34.000000000,Debit,Chicago,Online,30.0,Engineer,28.0,1.0,8741.51,2024-11-04 08:08:34.000000000,3
10.15,2024-11-04 08:11:00.000000000,Debit,Austin,ATM,59.0,Doctor,58.0,5.0,7155.04,2024-11-04 08:11:00.000000000,4
26.3,2024-11-04 08:09:28.000000000,Debit,Virginia Beach,ATM,32.0,Doctor,33.0,1.0,7473.73,2024-11-04 08:09:28.000000000,1
319.5,2024-11-04 08:10:45.000000000,Credit,Virginia Beach,Branch,29.0,Engineer,69.0,1.0,2366.3,2024-11-04 08:10:45.000000000,1
182.42,2024-11-04 08:10:41.000000000,Debit,Kansas City,Branch,51.0,Retired,137.0,1.0,3051.29,2024-11-04 08:10:41.000000000,0
716.62,2024-11-04 08:10:05.000000000,Debit,Atlanta,ATM,44.0,Doctor,241.0,1.0,6987.4,2024-11-04 08:10:05.000000000,4
222.96,2024-11-04 08:12:21.000000000,Credit,Fresno,ATM,65.0,Doctor,150.0,1.0,7370.41,2024-11-04 08:12:21.000000000,0
79.77,2024-11-04 08:08:44.000000000,Debit,San Francisco,ATM,68.0,Retired,167.0,1.0,5010.31,2024-11-04 08:08:44.000000000,1
431.08,2024-11-04 08:06:52.000000000,Debit,Albuquerque,Branch,45.0,Retired,25.0,1.0,6760.22,2024-11-04 08:06:52.000000000,4
592.24,2024-11-04 08:07:20.000000000,Debit,Tucson,ATM,52.0,Doctor,140.0,1.0,9817.05,2024-11-04 08:07:20.000000000,1
200.19,2024-11-04 08:12:17.000000000,Credit,San Antonio,Branch,52.0,Retired,108.0,1.0,4389.96,2024-11-04 08:12:17.000000000,5
297.5,2024-11-04 08:07:49.000000000,Credit,Kansas City,Branch,73.0,Retired,80.0,1.0,6768.14,2024-11-04 08:07:49.000000000,0
345.86,2024-11-04 08:09:26.000000000,Debit,Omaha,ATM,51.0,Retired,145.0,1.0,1504.64,2024-11-04 08:09:26.000000000,2
343.88,2024-11-04 08:12:01.000000000,Debit,Nashville,Online,63.0,Retired,97.0,1.0,6486.18,2024-11-04 08:12:01.000000000,2
16.52,2024-11-04 08:07:28.000000000,Credit,Boston,Online,25.0,Student,135.0,1.0,835.53,2024-11-04 08:07:28.000000000,4
162.1,2024-11-04 08:08:09.000000000,Debit,Milwaukee,Branch,41.0,Engineer,151.0,1.0,8576.65,2024-11-04 08:08:09.000000000,2
36.12,2024-11-04 08:08:11.000000000,Debit,Houston,Online,22.0,Student,234.0,1.0,1593.03,2024-11-04 08:08:11.000000000,0
354.91,2024-11-04 08:09:08.000000000,Debit,Boston,ATM,74.0,Retired,191.0,1.0,3872.55,2024-11-04 08:09:08.000000000,4
38.41,2024-11-04 08:07:27.000000000,Debit,Denver,ATM,40.0,Doctor,117.0,1.0,9129.68,2024-11-04 08:07:27.000000000,3
53.52,2024-11-04 08:08:36.000000000,Debit,San Diego,Branch,49.0,Engineer,55.0,1.0,2227.49,2024-11-04 08:08:36.000000000,5
498.59,2024-11-04 08:11:11.000000000,Debit,Philadelphia,Online,45.0,Retired,138.0,1.0,2619.46,2024-11-04 08:11:11.000000000,5
13.3,2024-11-04 08:09:17.000000000,Debit,San Antonio,ATM,23.0,Student,63.0,1.0,213.0,2024-11-04 08:09:17.000000000,5
189.65,2024-11-04 08:11:01.000000000,Debit,Charlotte,ATM,21.0,Student,60.0,1.0,8457.09,2024-11-04 08:11:01.000000000,4
255.32,2024-11-04 08:07:29.000000000,Debit,Baltimore,ATM,80.0,Retired,27.0,1.0,6290.62,2024-11-04 08:07:29.000000000,4
230.51,2024-11-04 08:10:49.000000000,Credit,Memphis,Branch,51.0,Engineer,56.0,1.0,9522.37,2024-11-04 08:10:49.000000000,2
237.74,2024-11-04 08:10:26.000000000,Debit,Tucson,ATM,61.0,Doctor,152.0,1.0,11795.12,2024-11-04 08:10:26.000000000,1
512.76,2024-11-04 08:07:06.000000000,Debit,Fresno,ATM,52.0,Doctor,26.0,1.0,5121.36,2024-11-04 08:07:06.000000000,0
151.37,2024-11-04 08:08:41.000000000,Debit,Baltimore,ATM,54.0,Engineer,53.0,1.0,8356.08,2024-11-04 08:08:41.000000000,4
85.01,2024-11-04 08:08:58.000000000,Credit,Portland,ATM,25.0,Student,157.0,1.0,1299.4,2024-11-04 08:08:58.000000000,5
444.47,2024-11-04 08:10:42.000000000,Debit,San Jose,Online,57.0,Retired,61.0,1.0,6062.94,2024-11-04 08:10:42.000000000,1
211.36,2024-11-04 08:10:28.000000000,Debit,Indianapolis,ATM,67.0,Retired,58.0,1.0,7588.67,2024-11-04 08:10:28.000000000,0
879.25,2024-11-04 08:08:02.000000000,Credit,Memphis,Online,24.0,Student,137.0,1.0,125.85,2024-11-04 08:08:02.000000000,2
55.98,2024-11-04 08:12:04.000000000,Credit,Kansas City,Branch,24.0,Student,87.0,1.0,7047.04,2024-11-04 08:12:04.000000000,0
54.91,2024-11-04 08:07:25.000000000,Credit,Columbus,ATM,41.0,Engineer,275.0,1.0,7927.27,2024-11-04 08:07:25.000000000,3
393.74,2024-11-04 08:06:52.000000000,Debit,Charlotte,Online,26.0,Student,90.0,1.0,1769.06,2024-11-04 08:06:52.000000000,4
58.94,2024-11-04 08:08:38.000000000,Debit,Miami,Online,30.0,Engineer,26.0,1.0,4575.98,2024-11-04 08:08:38.000000000,2
515.57,2024-11-04 08:06:54.000000000,Debit,Columbus,ATM,27.0,Engineer,56.0,1.0,9269.67,2024-11-04 08:06:54.000000000,3
332.15,2024-11-04 08:07:16.000000000,Debit,Dallas,ATM,59.0,Doctor,105.0,1.0,9749.46,2024-11-04 08:07:16.000000000,3
177.94,2024-11-04 08:11:29.000000000,Debit,Milwaukee,Online,19.0,Student,173.0,1.0,123.24,2024-11-04 08:11:29.000000000,2
68.68,2024-11-04 08:06:27.000000000,Debit,Sacramento,Branch,49.0,Engineer,141.0,1.0,4718.51,2024-11-04 08:06:27.000000000,5
240.03,2024-11-04 08:09:41.000000000,Debit,Atlanta,Online,33.0,Engineer,31.0,1.0,7807.73,2024-11-04 08:09:41.000000000,4
168.34,2024-11-04 08:11:10.000000000,Debit,Phoenix,ATM,64.0,Retired,240.0,1.0,7483.01,2024-11-04 08:11:10.000000000,5
474.77,2024-11-04 08:06:24.000000000,Debit,Boston,Online,46.0,Engineer,284.0,1.0,8494.53,2024-11-04 08:06:24.000000000,4
451.7,2024-11-04 08:10:51.000000000,Debit,Chicago,Online,29.0,Engineer,103.0,1.0,8994.67,2024-11-04 08:10:51.000000000,3
243.85,2024-11-04 08:08:53.000000000,Debit,Omaha,Branch,39.0,Engineer,43.0,1.0,4576.78,2024-11-04 08:08:53.000000000,2
5.76,2024-11-04 08:09:21.000000000,Debit,Houston,Branch,38.0,Student,164.0,1.0,5859.79,2024-11-04 08:09:21.000000000,0
435.08,2024-11-04 08:11:15.000000000,Debit,San Francisco,Online,55.0,Engineer,78.0,1.0,2103.41,2024-11-04 08:11:15.000000000,1
127.78,2024-11-04 08:10:26.000000000,Debit,Miami,ATM,20.0,Student,170.0,1.0,1046.66,2024-11-04 08:10:26.000000000,2
23.14,2024-11-04 08:09:21.000000000,Credit,Mesa,Online,47.0,Doctor,93.0,1.0,10536.54,2024-11-04 08:09:21.000000000,2
545.87,2024-11-04 08:09:44.000000000,Debit,Miami,Branch,27.0,Engineer,41.0,1.0,4860.01,2024-11-04 08:09:44.000000000,2
21.21,2024-11-04 08:07:18.000000000,Debit,Nashville,Online,55.0,Engineer,37.0,1.0,9575.42,2024-11-04 08:07:18.000000000,2
423.53,2024-11-04 08:07:23.000000000,Credit,Kansas City,Branch,50.0,Doctor,81.0,1.0,5453.4,2024-11-04 08:07:23.000000000,0
142.1,2024-11-04 08:11:56.000000000,Credit,San Francisco,Online,18.0,Student,109.0,1.0,1545.64,2024-11-04 08:11:56.000000000,1
114.15,2024-11-04 08:08:38.000000000,Debit,Atlanta,ATM,19.0,Student,52.0,1.0,1612.4,2024-11-04 08:08:38.000000000,4
275.98,2024-11-04 08:07:16.000000000,Credit,Washington,Online,72.0,Retired,67.0,1.0,6151.05,2024-11-04 08:07:16.000000000,1
590.68,2024-11-04 08:09:15.000000000,Debit,Washington,Branch,27.0,Student,23.0,1.0,852.2,2024-11-04 08:09:15.000000000,1
152.42,2024-11-04 08:12:18.000000000,Debit,San Jose,ATM,42.0,Doctor,176.0,1.0,9141.79,2024-11-04 08:12:18.000000000,1
395.77,2024-11-04 08:08:17.000000000,Credit,El Paso,Branch,43.0,Doctor,118.0,1.0,6425.99,2024-11-04 08:08:17.000000000,3
615.16,2024-11-04 08:06:37.000000000,Debit,Boston,Online,26.0,Student,140.0,1.0,214.61,2024-11-04 08:06:37.000000000,4
207.82,2024-11-04 08:07:02.000000000,Credit,Las Vegas,Online,19.0,Student,30.0,1.0,229.02,2024-11-04 08:07:02.000000000,0
220.52,2024-11-04 08:07:19.000000000,Debit,Seattle,ATM,57.0,Retired,152.0,1.0,1793.09,2024-11-04 08:07:19.000000000,1
281.47,2024-11-04 08:11:13.000000000,Debit,Philadelphia,ATM,34.0,Engineer,142.0,1.0,4437.48,2024-11-04 08:11:13.000000000,5
57.91,2024-11-04 08:07:03.000000000,Credit,Sacramento,Branch,58.0,Engineer,97.0,1.0,3641.06,2024-11-04 08:07:03.000000000,5
30.48,2024-11-04 08:07:38.000000000,Credit,Seattle,Branch,32.0,Doctor,78.0,1.0,11481.85,2024-11-04 08:07:38.000000000,1
453.09,2024-11-04 08:08:12.000000000,Debit,San Jose,Branch,48.0,Doctor,97.0,1.0,4737.84,2024-11-04 08:08:12.000000000,1
424.47,2024-11-04 08:08:43.000000000,Debit,Oklahoma City,Online,22.0,Student,116.0,1.0,5491.55,2024-11-04 08:08:43.000000000,2
228.4,2024-11-04 08:09:36.000000000,Debit,Omaha,ATM,67.0,Doctor,116.0,1.0,9598.43,2024-11-04 08:09:36.000000000,2
67.17,2024-11-04 08:08:55.000000000,Debit,Seattle,Online,63.0,Doctor,48.0,1.0,14410.44,2024-11-04 08:08:55.000000000,1
284.89,2024-11-04 08:06:51.000000000,Debit,Atlanta,Online,53.0,Doctor,115.0,1.0,9738.6,2024-11-04 08:06:51.000000000,4
118.69,2024-11-04 08:10:00.000000000,Debit,Omaha,Online,33.0,Doctor,296.0,1.0,749.34,2024-11-04 08:10:00.000000000,2
221.33,2024-11-04 08:09:51.000000000,Debit,Louisville,ATM,27.0,Student,276.0,1.0,1185.43,2024-11-04 08:09:51.000000000,2
252.31,2024-11-04 08:12:07.000000000,Credit,Seattle,ATM,26.0,Student,172.0,1.0,1584.6,2024-11-04 08:12:07.000000000,1
58.85,2024-11-04 08:06:34.000000000,Credit,Milwaukee,Online,71.0,Retired,115.0,1.0,1789.8,2024-11-04 08:06:34.000000000,2
194.68,2024-11-04 08:11:54.000000000,Debit,Memphis,Online,32.0,Doctor,165.0,1.0,14494.18,2024-11-04 08:11:54.000000000,2
433.53,2024-11-04 08:09:08.000000000,Debit,Philadelphia,Branch,38.0,Doctor,231.0,1.0,6368.32,2024-11-04 08:09:08.000000000,5
178.26,2024-11-04 08:08:51.000000000,Debit,Oklahoma City,ATM,59.0,Retired,59.0,1.0,1137.13,2024-11-04 08:08:51.000000000,2
207.65,2024-11-04 08:09:29.000000000,Debit,San Francisco,Online,34.0,Engineer,98.0,1.0,5143.8,2024-11-04 08:09:29.000000000,1
237.0,2024-11-04 08:08:13.000000000,Debit,Tucson,Online,49.0,Doctor,115.0,1.0,14021.4,2024-11-04 08:08:13.000000000,1
347.63,2024-11-04 08:08:39.000000000,Credit,Chicago,Online,25.0,Student,272.0,1.0,1400.04,2024-11-04 08:08:39.000000000,3
517.68,2024-11-04 08:08:06.000000000,Debit,Omaha,ATM,31.0,Doctor,24.0,1.0,11305.81,2024-11-04 08:08:06.000000000,2
36.25,2024-11-04 08:10:09.000000000,Debit,Tucson,Branch,52.0,Doctor,76.0,1.0,193.06,2024-11-04 08:10:09.000000000,1
46.53,2024-11-04 08:07:22.000000000,Debit,San Francisco,ATM,42.0,Engineer,34.0,1.0,4468.12,2024-11-04 08:07:22.000000000,1
207.47,2024-11-04 08:07:01.000000000,Debit,Miami,ATM,53.0,Doctor,12.0,1.0,1688.9,2024-11-04 08:07:01.000000000,2
199.7,2024-11-04 08:08:58.000000000,Debit,Indianapolis,ATM,43.0,Engineer,285.0,1.0,7574.45,2024-11-04 08:08:58.000000000,0
307.89,2024-11-04 08:11:34.000000000,Credit,Nashville,Online,62.0,Retired,90.0,1.0,2637.55,2024-11-04 08:11:34.000000000,2
403.63,2024-11-04 08:07:58.000000000,Debit,Las Vegas,Branch,31.0,Engineer,167.0,3.0,3304.02,2024-11-04 08:07:58.000000000,0
20.06,2024-11-04 08:10:01.000000000,Debit,Memphis,ATM,27.0,Student,144.0,1.0,445.21,2024-11-04 08:10:01.000000000,2
236.57,2024-11-04 08:06:31.000000000,Debit,Sacramento,ATM,79.0,Retired,112.0,1.0,3488.77,2024-11-04 08:06:31.000000000,5
0.32,2024-11-04 08:09:57.000000000,Debit,Boston,ATM,39.0,Engineer,136.0,1.0,7158.58,2024-11-04 08:09:57.000000000,4
14.28,2024-11-04 08:07:23.000000000,Debit,Phoenix,ATM,23.0,Student,81.0,1.0,1597.51,2024-11-04 08:07:23.000000000,5
232.35,2024-11-04 08:08:22.000000000,Credit,Atlanta,Branch,33.0,Engineer,153.0,1.0,4186.25,2024-11-04 08:08:22.000000000,4
317.53,2024-11-04 08:06:39.000000000,Debit,Miami,Online,44.0,Engineer,104.0,1.0,6237.68,2024-11-04 08:06:39.000000000,2
74.67,2024-11-04 08:11:01.000000000,Debit,Indianapolis,ATM,43.0,Engineer,283.0,1.0,3449.35,2024-11-04 08:11:01.000000000,0
65.01,2024-11-04 08:09:26.000000000,Credit,Austin,Online,29.0,Doctor,67.0,1.0,10235.19,2024-11-04 08:09:26.000000000,4
0.45,2024-11-04 08:10:09.000000000,Debit,Kansas City,Branch,34.0,Engineer,172.0,1.0,8670.23,2024-11-04 08:10:09.000000000,0
364.13,2024-11-04 08:10:23.000000000,Debit,Fort Worth,ATM,63.0,Doctor,61.0,1.0,8198.0,2024-11-04 08:10:23.000000000,0
340.13,2024-11-04 08:11:48.000000000,Debit,Mesa,Branch,24.0,Student,32.0,3.0,1149.74,2024-11-04 08:11:48.000000000,2
15.81,2024-11-04 08:12:06.000000000,Debit,Oklahoma City,Branch,69.0,Doctor,11.0,4.0,8384.85,2024-11-04 08:12:06.000000000,2
222.66,2024-11-04 08:10:50.000000000,Debit,Detroit,Online,39.0,Doctor,88.0,1.0,14466.38,2024-11-04 08:10:50.000000000,3
638.24,2024-11-04 08:11:49.000000000,Debit,Phoenix,Branch,48.0,Engineer,64.0,1.0,5695.78,2024-11-04 08:11:49.000000000,5
241.21,2024-11-04 08:09:16.000000000,Debit,Omaha,ATM,31.0,Engineer,108.0,1.0,1220.86,2024-11-04 08:09:16.000000000,2
171.16,2024-11-04 08:11:02.000000000,Debit,New York,Online,51.0,Retired,42.0,1.0,6126.5,2024-11-04 08:11:02.000000000,2
37.65,2024-11-04 08:11:02.000000000,Credit,San Jose,Online,27.0,Student,109.0,1.0,411.78,2024-11-04 08:11:02.000000000,1
25.77,2024-11-04 08:06:40.000000000,Debit,Memphis,Online,68.0,Retired,18.0,1.0,4331.54,2024-11-04 08:06:40.000000000,2
789.8,2024-11-04 08:07:32.000000000,Debit,Jacksonville,ATM,40.0,Doctor,94.0,1.0,13948.09,2024-11-04 08:07:32.000000000,0
308.85,2024-11-04 08:08:15.000000000,Credit,Los Angeles,Branch,20.0,Student,33.0,2.0,333.19,2024-11-04 08:08:15.000000000,0
806.97,2024-11-04 08:08:53.000000000,Debit,Seattle,Online,25.0,Student,11.0,1.0,102.2,2024-11-04 08:08:53.000000000,1
364.81,2024-11-04 08:07:19.000000000,Debit,Charlotte,Online,25.0,Student,53.0,1.0,1145.23,2024-11-04 08:07:19.000000000,4
490.82,2024-11-04 08:09:41.000000000,Debit,Kansas City,ATM,26.0,Engineer,114.0,1.0,8704.27,2024-11-04 08:09:41.000000000,0
311.28,2024-11-04 08:09:13.000000000,Debit,Atlanta,Branch,49.0,Doctor,198.0,1.0,135.96,2024-11-04 08:09:13.000000000,4
85.03,2024-11-04 08:06:59.000000000,Debit,San Diego,ATM,51.0,Retired,48.0,1.0,4597.57,2024-11-04 08:06:59.000000000,5
307.75,2024-11-04 08:10:03.000000000,Debit,Detroit,Branch,64.0,Doctor,63.0,1.0,1061.58,2024-11-04 08:10:03.000000000,3
333.67,2024-11-04 08:08:44.000000000,Debit,Fort Worth,Online,36.0,Engineer,68.0,1.0,9238.08,2024-11-04 08:08:44.000000000,0
589.89,2024-11-04 08:12:03.000000000,Debit,Jacksonville,Branch,56.0,Engineer,213.0,3.0,9404.63,2024-11-04 08:12:03.000000000,0
372.08,2024-11-04 08:12:15.000000000,Debit,Houston,Branch,66.0,Doctor,63.0,1.0,13330.74,2024-11-04 08:12:15.000000000,0
502.9,2024-11-04 08:08:40.000000000,Credit,Fresno,Online,26.0,Student,141.0,1.0,341.24,2024-11-04 08:08:40.000000000,0
103.81,2024-11-04 08:11:54.000000000,Debit,Oklahoma City,ATM,36.0,Doctor,34.0,1.0,7044.63,2024-11-04 08:11:54.000000000,2
69.43,2024-11-04 08:08:31.000000000,Debit,Las Vegas,ATM,30.0,Engineer,162.0,1.0,9281.85,2024-11-04 08:08:31.000000000,0
110.4,2024-11-04 08:08:33.000000000,Credit,San Diego,ATM,56.0,Doctor,62.0,1.0,8639.36,2024-11-04 08:08:33.000000000,5
275.65,2024-11-04 08:09:22.439406336,Credit,Atlanta,Branch,28.0,Engineer,14.0,1.0,4957.57,2024-11-04 08:09:22.439406336,4
336.01,2024-11-04 08:08:51.000000000,Debit,Colorado Springs,Online,63.0,Doctor,121.0,4.0,4737.84,2024-11-04 08:08:51.000000000,3
251.8,2024-11-04 08:10:15.000000000,Debit,Mesa,ATM,62.0,Doctor,102.0,1.0,11796.66,2024-11-04 08:10:15.000000000,2
334.07,2024-11-04 08:10:28.000000000,Debit,New York,Branch,59.0,Engineer,200.0,1.0,7306.79,2024-11-04 08:10:28.000000000,2
52.44,2024-11-04 08:09:31.000000000,Debit,Raleigh,Online,27.0,Student,87.0,1.0,3157.75,2024-11-04 08:09:31.000000000,5
141.37,2024-11-04 08:11:41.000000000,Debit,Denver,Online,46.0,Engineer,77.0,1.0,1019.77,2024-11-04 08:11:41.000000000,3
211.7,2024-11-04 08:07:08.000000000,Credit,Chicago,Online,50.0,Doctor,205.0,1.0,12272.78,2024-11-04 08:07:08.000000000,3
61.4,2024-11-04 08:08:27.000000000,Debit,San Jose,Branch,41.0,Engineer,20.0,2.0,7892.87,2024-11-04 08:08:27.000000000,1
308.23,2024-11-04 08:11:35.000000000,Debit,Las Vegas,ATM,60.0,Retired,23.0,1.0,4150.63,2024-11-04 08:11:35.000000000,0
111.41,2024-11-04 08:10:44.000000000,Debit,Chicago,Branch,21.0,Student,181.0,1.0,1204.11,2024-11-04 08:10:44.000000000,3
675.49,2024-11-04 08:10:47.000000000,Debit,Charlotte,ATM,61.0,Retired,159.0,1.0,1893.0,2024-11-04 08:10:47.000000000,4
29.72,2024-11-04 08:09:22.439406336,Debit,San Antonio,ATM,26.0,Student,38.0,1.0,1059.62,2024-11-04 08:09:22.439406336,5
301.73,2024-11-04 08:07:10.000000000,Debit,Tucson,Online,67.0,Doctor,163.0,1.0,990.74,2024-11-04 08:07:10.000000000,1
294.61,2024-11-04 08:07:33.000000000,Debit,Omaha,Branch,60.0,Retired,74.0,1.0,7375.59,2024-11-04 08:07:33.000000000,2
106.43,2024-11-04 08:10:35.000000000,Credit,Phoenix,ATM,52.0,Engineer,164.0,1.0,9403.12,2024-11-04 08:10:35.000000000,5
381.52,2024-11-04 08:11:07.000000000,Debit,Seattle,Online,36.0,Doctor,79.0,1.0,5798.92,2024-11-04 08:11:07.000000000,1
5.66,2024-11-04 08:11:43.000000000,Debit,Fresno,Branch,40.0,Engineer,33.0,1.0,5434.64,2024-11-04 08:11:43.000000000,0
209.09,2024-11-04 08:06:31.000000000,Debit,Virginia Beach,ATM,48.0,Doctor,203.0,1.0,9100.81,2024-11-04 08:06:31.000000000,1
521.81,2024-11-04 08:07:27.000000000,Debit,Virginia Beach,ATM,47.0,Engineer,34.0,1.0,4750.96,2024-11-04 08:07:27.000000000,1
